,Indent,Zr_at,Nb_at,Mo_at,Ti_at,Cr_at,Zr_m,Nb_m,Mo_m,Ti_m,Cr_m,H_GPa
data_205,grad7-NbZr measure 6 indent 5,23.73,30.62,21.35,0.0,24.3,26.01,34.18,24.62,0.0,15.19,11.363852963354631
data_206,grad7-NbZr measure 7 indent 1,25.54,32.96,19.76,0.0,21.74,27.68,36.38,22.52,0.0,13.42,11.186843310622464
data_207,grad7-NbZr measure 7 indent 2,25.54,32.96,19.76,0.0,21.74,27.68,36.38,22.52,0.0,13.42,10.892034104082711
data_208,grad7-NbZr measure 7 indent 3,25.54,32.96,19.76,0.0,21.74,27.68,36.38,22.52,0.0,13.42,10.940200955712747
data_209,grad7-NbZr measure 7 indent 4,25.54,32.96,19.76,0.0,21.74,27.68,36.38,22.52,0.0,13.42,10.984793677833178
data_210,grad7-NbZr measure 7 indent 5,25.54,32.96,19.76,0.0,21.74,27.68,36.38,22.52,0.0,13.42,10.854506959182094
data_211,grad7-NbZr measure 8 indent 1,28.1,36.11,17.29,0.0,18.5,30.01,39.29,19.43,0.0,11.26,10.307713011150302
data_212,grad7-NbZr measure 8 indent 2,28.1,36.11,17.29,0.0,18.5,30.01,39.29,19.43,0.0,11.26,10.371475343921372
data_213,grad7-NbZr measure 8 indent 3,28.1,36.11,17.29,0.0,18.5,30.01,39.29,19.43,0.0,11.26,10.41808974601756
data_214,grad7-NbZr measure 8 indent 4,28.1,36.11,17.29,0.0,18.5,30.01,39.29,19.43,0.0,11.26,10.542343981137709
data_215,grad7-NbZr measure 8 indent 5,28.1,36.11,17.29,0.0,18.5,30.01,39.29,19.43,0.0,11.26,10.551969249518908
data_216,grad7-NbZr measure 9 indent 1,28.81,38.14,16.37,0.0,16.68,30.53,41.16,18.24,0.0,10.08,10.201309466428569
data_217,grad7-NbZr measure 9 indent 2,28.81,38.14,16.37,0.0,16.68,30.53,41.16,18.24,0.0,10.08,10.237794880115482
data_219,grad7-NbZr measure 9 indent 4,28.81,38.14,16.37,0.0,16.68,30.53,41.16,18.24,0.0,10.08,10.223718242953545
data_220,grad7-NbZr measure 9 indent 5,28.81,38.14,16.37,0.0,16.68,30.53,41.16,18.24,0.0,10.08,10.19840735428816
data_221,grad7-NbZr measure 10 indent 1,30.39,40.66,14.54,0.0,14.42,31.88,43.45,16.04,0.0,8.62,9.869507207307478
data_222,grad7-NbZr measure 10 indent 2,30.39,40.66,14.54,0.0,14.42,31.88,43.45,16.04,0.0,8.62,9.791499779011644
data_223,grad7-NbZr measure 10 indent 3,30.39,40.66,14.54,0.0,14.42,31.88,43.45,16.04,0.0,8.62,9.95088383866744
data_224,grad7-NbZr measure 10 indent 4,30.39,40.66,14.54,0.0,14.42,31.88,43.45,16.04,0.0,8.62,9.777978005887748
data_225,grad7-NbZr measure 10 indent 5,30.39,40.66,14.54,0.0,14.42,31.88,43.45,16.04,0.0,8.62,10.00117302970744
data_226,grad7-NbZr measure 11 indent 1,31.29,42.99,13.35,0.0,12.37,32.54,45.53,14.6,0.0,7.33,9.714716376044395
data_227,grad7-NbZr measure 11 indent 2,31.29,42.99,13.35,0.0,12.37,32.54,45.53,14.6,0.0,7.33,9.467022898393912
data_228,grad7-NbZr measure 11 indent 3,31.29,42.99,13.35,0.0,12.37,32.54,45.53,14.6,0.0,7.33,9.64376196107589
data_229,grad7-NbZr measure 11 indent 4,31.29,42.99,13.35,0.0,12.37,32.54,45.53,14.6,0.0,7.33,9.518474480134858
data_230,grad7-NbZr measure 11 indent 5,31.29,42.99,13.35,0.0,12.37,32.54,45.53,14.6,0.0,7.33,9.614164798680497
data_231,grad8-CrMo measure 1 indent 1,3.75,0.0,33.97,5.33,56.95,5.02,0.0,47.81,3.74,43.43,14.99848596676545
data_232,grad8-CrMo measure 1 indent 2,3.75,0.0,33.97,5.33,56.95,5.02,0.0,47.81,3.74,43.43,14.808445851735913
data_233,grad8-CrMo measure 1 indent 3,3.75,0.0,33.97,5.33,56.95,5.02,0.0,47.81,3.74,43.43,15.277566026076872
data_234,grad8-CrMo measure 1 indent 4,3.75,0.0,33.97,5.33,56.95,5.02,0.0,47.81,3.74,43.43,15.019600784759922
data_235,grad8-CrMo measure 1 indent 5,3.75,0.0,33.97,5.33,56.95,5.02,0.0,47.81,3.74,43.43,15.039995134300185
data_236,grad8-CrMo measure 2 indent 1,4.23,0.0,33.24,6.22,56.31,5.67,0.0,46.89,4.38,43.05,15.140822052492549
data_237,grad8-CrMo measure 2 indent 2,4.23,0.0,33.24,6.22,56.31,5.67,0.0,46.89,4.38,43.05,14.307401559160706
data_238,grad8-CrMo measure 2 indent 3,4.23,0.0,33.24,6.22,56.31,5.67,0.0,46.89,4.38,43.05,14.7874140070629
data_239,grad8-CrMo measure 2 indent 4,4.23,0.0,33.24,6.22,56.31,5.67,0.0,46.89,4.38,43.05,14.157952737704296
data_240,grad8-CrMo measure 2 indent 5,4.23,0.0,33.24,6.22,56.31,5.67,0.0,46.89,4.38,43.05,14.045186413264855
data_241,grad8-CrMo measure 3 indent 1,4.83,0.0,32.63,6.93,55.61,6.48,0.0,46.07,4.89,42.55,15.797004466592576
data_242,grad8-CrMo measure 3 indent 2,4.83,0.0,32.63,6.93,55.61,6.48,0.0,46.07,4.89,42.55,14.060331740209648
data_243,grad8-CrMo measure 3 indent 3,4.83,0.0,32.63,6.93,55.61,6.48,0.0,46.07,4.89,42.55,14.623480215867293
data_244,grad8-CrMo measure 3 indent 4,4.83,0.0,32.63,6.93,55.61,6.48,0.0,46.07,4.89,42.55,15.001745904222746
data_245,grad8-CrMo measure 3 indent 5,4.83,0.0,32.63,6.93,55.61,6.48,0.0,46.07,4.89,42.55,14.540256971379218
data_246,grad8-CrMo measure 4 indent 1,5.32,0.0,31.67,8.35,54.65,7.17,0.0,44.91,5.91,42.0,14.249363202844751
data_247,grad8-CrMo measure 4 indent 2,5.32,0.0,31.67,8.35,54.65,7.17,0.0,44.91,5.91,42.0,14.228377633557937
data_248,grad8-CrMo measure 4 indent 3,5.32,0.0,31.67,8.35,54.65,7.17,0.0,44.91,5.91,42.0,14.903356986391987
data_249,grad8-CrMo measure 4 indent 4,5.32,0.0,31.67,8.35,54.65,7.17,0.0,44.91,5.91,42.0,14.308503150276218
data_250,grad8-CrMo measure 4 indent 5,5.32,0.0,31.67,8.35,54.65,7.17,0.0,44.91,5.91,42.0,14.804767652956528
data_252,grad8-CrMo measure 5 indent 2,6.06,0.0,31.12,9.63,53.2,8.17,0.0,44.13,6.82,40.89,15.115978938874756
data_253,grad8-CrMo measure 5 indent 3,6.06,0.0,31.12,9.63,53.2,8.17,0.0,44.13,6.82,40.89,14.849480764605609
data_254,grad8-CrMo measure 5 indent 4,6.06,0.0,31.12,9.63,53.2,8.17,0.0,44.13,6.82,40.89,14.948000770365585
data_255,grad8-CrMo measure 5 indent 5,6.06,0.0,31.12,9.63,53.2,8.17,0.0,44.13,6.82,40.89,14.959769575257454
data_256,grad8-CrMo measure 6 indent 1,6.76,0.0,30.37,11.17,51.71,9.13,0.0,43.14,7.92,39.81,15.046135096307557
data_257,grad8-CrMo measure 6 indent 2,6.76,0.0,30.37,11.17,51.71,9.13,0.0,43.14,7.92,39.81,15.359006608949162
data_258,grad8-CrMo measure 6 indent 3,6.76,0.0,30.37,11.17,51.71,9.13,0.0,43.14,7.92,39.81,14.863294756512074
data_259,grad8-CrMo measure 6 indent 4,6.76,0.0,30.37,11.17,51.71,9.13,0.0,43.14,7.92,39.81,15.23182100636043
data_260,grad8-CrMo measure 6 indent 5,6.76,0.0,30.37,11.17,51.71,9.13,0.0,43.14,7.92,39.81,14.935532262736334
data_261,grad8-CrMo measure 7 indent 1,7.56,0.0,29.43,13.11,49.9,10.24,0.0,41.92,9.32,38.52,14.944435302408628
data_262,grad8-CrMo measure 7 indent 2,7.56,0.0,29.43,13.11,49.9,10.24,0.0,41.92,9.32,38.52,15.057143654079065
data_263,grad8-CrMo measure 7 indent 3,7.56,0.0,29.43,13.11,49.9,10.24,0.0,41.92,9.32,38.52,15.23282711366941
data_264,grad8-CrMo measure 7 indent 4,7.56,0.0,29.43,13.11,49.9,10.24,0.0,41.92,9.32,38.52,14.96829207064601
data_265,grad8-CrMo measure 7 indent 5,7.56,0.0,29.43,13.11,49.9,10.24,0.0,41.92,9.32,38.52,15.004308015670839
data_266,grad8-CrMo measure 8 indent 1,8.42,0.0,28.69,14.88,48.01,11.42,0.0,40.89,10.59,37.1,14.987401369513677
data_267,grad8-CrMo measure 8 indent 2,8.42,0.0,28.69,14.88,48.01,11.42,0.0,40.89,10.59,37.1,15.95976805410253
data_268,grad8-CrMo measure 8 indent 3,8.42,0.0,28.69,14.88,48.01,11.42,0.0,40.89,10.59,37.1,15.821203510077531
data_269,grad8-CrMo measure 8 indent 4,8.42,0.0,28.69,14.88,48.01,11.42,0.0,40.89,10.59,37.1,15.101103825864024
data_270,grad8-CrMo measure 8 indent 5,8.42,0.0,28.69,14.88,48.01,11.42,0.0,40.89,10.59,37.1,14.026674904345938
data_271,grad8-CrMo measure 9 indent 1,9.57,0.0,27.75,16.72,45.95,12.98,0.0,39.59,11.91,35.52,12.662117730645928
data_272,grad8-CrMo measure 9 indent 2,9.57,0.0,27.75,16.72,45.95,12.98,0.0,39.59,11.91,35.52,12.63205101438956
data_273,grad8-CrMo measure 9 indent 3,9.57,0.0,27.75,16.72,45.95,12.98,0.0,39.59,11.91,35.52,12.290645448597974
data_274,grad8-CrMo measure 9 indent 4,9.57,0.0,27.75,16.72,45.95,12.98,0.0,39.59,11.91,35.52,12.57726212894293
data_275,grad8-CrMo measure 9 indent 5,9.57,0.0,27.75,16.72,45.95,12.98,0.0,39.59,11.91,35.52,12.78965137531406
data_276,grad8-CrMo measure 10 indent 1,10.7,0.0,26.82,18.93,43.56,14.52,0.0,38.28,13.49,33.7,12.662503605100055
data_277,grad8-CrMo measure 10 indent 2,10.7,0.0,26.82,18.93,43.56,14.52,0.0,38.28,13.49,33.7,12.77334900119389
data_278,grad8-CrMo measure 10 indent 3,10.7,0.0,26.82,18.93,43.56,14.52,0.0,38.28,13.49,33.7,12.623707961813647
data_279,grad8-CrMo measure 10 indent 4,10.7,0.0,26.82,18.93,43.56,14.52,0.0,38.28,13.49,33.7,12.297168706422726
data_280,grad8-CrMo measure 10 indent 5,10.7,0.0,26.82,18.93,43.56,14.52,0.0,38.28,13.49,33.7,12.568529124627371
data_281,grad8-CrMo measure 11 indent 1,11.79,0.0,25.76,21.37,41.09,16.03,0.0,36.85,15.26,31.86,12.090246003492062
data_282,grad8-CrMo measure 11 indent 2,11.79,0.0,25.76,21.37,41.09,16.03,0.0,36.85,15.26,31.86,12.089123453420143
data_283,grad8-CrMo measure 11 indent 3,11.79,0.0,25.76,21.37,41.09,16.03,0.0,36.85,15.26,31.86,12.177700830212355
data_284,grad8-CrMo measure 11 indent 4,11.79,0.0,25.76,21.37,41.09,16.03,0.0,36.85,15.26,31.86,12.447500882701839
data_285,grad8-CrMo measure 11 indent 5,11.79,0.0,25.76,21.37,41.09,16.03,0.0,36.85,15.26,31.86,12.483444848421621
data_286,grad8-TiZr measure 1 indent 1,12.61,0.0,24.92,23.17,39.3,17.18,0.0,35.71,16.58,30.53,12.127657850431907
data_287,grad8-TiZr measure 1 indent 2,12.61,0.0,24.92,23.17,39.3,17.18,0.0,35.71,16.58,30.53,12.11665889906603
data_288,grad8-TiZr measure 1 indent 3,12.61,0.0,24.92,23.17,39.3,17.18,0.0,35.71,16.58,30.53,12.07324175257813
data_289,grad8-TiZr measure 1 indent 4,12.61,0.0,24.92,23.17,39.3,17.18,0.0,35.71,16.58,30.53,12.152960633794974
data_290,grad8-TiZr measure 1 indent 5,12.61,0.0,24.92,23.17,39.3,17.18,0.0,35.71,16.58,30.53,12.042486841133387
data_292,grad8-TiZr measure 2 indent 2,13.78,0.0,23.76,25.87,36.6,18.82,0.0,34.13,18.55,28.5,11.92605489330116
data_294,grad8-TiZr measure 2 indent 4,13.78,0.0,23.76,25.87,36.6,18.82,0.0,34.13,18.55,28.5,11.922241912309078
data_295,grad8-TiZr measure 2 indent 5,13.78,0.0,23.76,25.87,36.6,18.82,0.0,34.13,18.55,28.5,11.895254649476076
data_296,grad8-TiZr measure 3 indent 1,15.05,0.0,22.46,28.61,33.88,20.61,0.0,32.36,20.58,26.46,11.788705298764832
data_297,grad8-TiZr measure 3 indent 2,15.05,0.0,22.46,28.61,33.88,20.61,0.0,32.36,20.58,26.46,11.305353744180914
data_298,grad8-TiZr measure 3 indent 3,15.05,0.0,22.46,28.61,33.88,20.61,0.0,32.36,20.58,26.46,11.332647006476963
data_299,grad8-TiZr measure 3 indent 4,15.05,0.0,22.46,28.61,33.88,20.61,0.0,32.36,20.58,26.46,11.074160282116528
data_300,grad8-TiZr measure 3 indent 5,15.05,0.0,22.46,28.61,33.88,20.61,0.0,32.36,20.58,26.46,11.359229203821693
data_302,grad8-TiZr measure 4 indent 2,16.24,0.0,20.92,31.57,31.27,22.35,0.0,30.29,22.82,24.54,11.083100436481764
data_303,grad8-TiZr measure 4 indent 3,16.24,0.0,20.92,31.57,31.27,22.35,0.0,30.29,22.82,24.54,11.110032196169096
data_304,grad8-TiZr measure 4 indent 4,16.24,0.0,20.92,31.57,31.27,22.35,0.0,30.29,22.82,24.54,11.054700119661593
data_305,grad8-TiZr measure 4 indent 5,16.24,0.0,20.92,31.57,31.27,22.35,0.0,30.29,22.82,24.54,11.012861254578308
data_306,grad8-TiZr measure 5 indent 1,17.48,0.0,19.61,34.37,28.55,24.13,0.0,28.48,24.92,22.47,10.502526878016283
data_307,grad8-TiZr measure 5 indent 2,17.48,0.0,19.61,34.37,28.55,24.13,0.0,28.48,24.92,22.47,10.253563115087168
data_308,grad8-TiZr measure 5 indent 3,17.48,0.0,19.61,34.37,28.55,24.13,0.0,28.48,24.92,22.47,10.47653059825782
data_309,grad8-TiZr measure 5 indent 4,17.48,0.0,19.61,34.37,28.55,24.13,0.0,28.48,24.92,22.47,10.888632213653331
data_310,grad8-TiZr measure 5 indent 5,17.48,0.0,19.61,34.37,28.55,24.13,0.0,28.48,24.92,22.47,10.434580650908156
data_311,grad8-TiZr measure 6 indent 1,18.8,0.0,18.06,37.34,25.8,26.07,0.0,26.35,27.19,20.39,10.040649819772657
data_312,grad8-TiZr measure 6 indent 2,18.8,0.0,18.06,37.34,25.8,26.07,0.0,26.35,27.19,20.39,10.082974131354671
data_313,grad8-TiZr measure 6 indent 3,18.8,0.0,18.06,37.34,25.8,26.07,0.0,26.35,27.19,20.39,10.154373797473378
data_314,grad8-TiZr measure 6 indent 4,18.8,0.0,18.06,37.34,25.8,26.07,0.0,26.35,27.19,20.39,10.475382229840568
data_315,grad8-TiZr measure 6 indent 5,18.8,0.0,18.06,37.34,25.8,26.07,0.0,26.35,27.19,20.39,10.481733635622803
data_316,grad8-TiZr measure 7 indent 1,19.99,0.0,16.52,40.33,23.17,27.86,0.0,24.21,29.52,18.41,9.402554397610174
data_317,grad8-TiZr measure 7 indent 2,19.99,0.0,16.52,40.33,23.17,27.86,0.0,24.21,29.52,18.41,9.51567393554032
data_318,grad8-TiZr measure 7 indent 3,19.99,0.0,16.52,40.33,23.17,27.86,0.0,24.21,29.52,18.41,9.543456031658016
data_319,grad8-TiZr measure 7 indent 4,19.99,0.0,16.52,40.33,23.17,27.86,0.0,24.21,29.52,18.41,9.74487486653727
data_320,grad8-TiZr measure 7 indent 5,19.99,0.0,16.52,40.33,23.17,27.86,0.0,24.21,29.52,18.41,9.3226774834081
data_321,grad8-TiZr measure 8 indent 1,21.35,0.0,15.19,42.74,20.72,29.83,0.0,22.32,31.35,16.5,9.05255459384074
data_322,grad8-TiZr measure 8 indent 2,21.35,0.0,15.19,42.74,20.72,29.83,0.0,22.32,31.35,16.5,9.18524206351502
data_323,grad8-TiZr measure 8 indent 3,21.35,0.0,15.19,42.74,20.72,29.83,0.0,22.32,31.35,16.5,9.104763269509917
data_324,grad8-TiZr measure 8 indent 4,21.35,0.0,15.19,42.74,20.72,29.83,0.0,22.32,31.35,16.5,8.975253992641024
data_325,grad8-TiZr measure 8 indent 5,21.35,0.0,15.19,42.74,20.72,29.83,0.0,22.32,31.35,16.5,9.15003042961319
data_326,grad8-TiZr measure 9 indent 1,22.55,0.0,13.51,45.8,18.15,31.69,0.0,19.97,33.8,14.54,8.393857613673385
data_327,grad8-TiZr measure 9 indent 2,22.55,0.0,13.51,45.8,18.15,31.69,0.0,19.97,33.8,14.54,8.497153978601409
data_328,grad8-TiZr measure 9 indent 3,22.55,0.0,13.51,45.8,18.15,31.69,0.0,19.97,33.8,14.54,8.446266501830745
data_329,grad8-TiZr measure 9 indent 4,22.55,0.0,13.51,45.8,18.15,31.69,0.0,19.97,33.8,14.54,8.242439319672597
data_330,grad8-TiZr measure 9 indent 5,22.55,0.0,13.51,45.8,18.15,31.69,0.0,19.97,33.8,14.54,8.283619264016728
data_331,grad8-TiZr measure 10 indent 1,23.95,0.0,11.89,48.55,15.61,33.8,0.0,17.65,35.98,12.56,8.2620857839341
data_333,grad8-TiZr measure 10 indent 3,23.95,0.0,11.89,48.55,15.61,33.8,0.0,17.65,35.98,12.56,7.870614247870649
data_334,grad8-TiZr measure 10 indent 4,23.95,0.0,11.89,48.55,15.61,33.8,0.0,17.65,35.98,12.56,8.718894513286427
data_335,grad8-TiZr measure 10 indent 5,23.95,0.0,11.89,48.55,15.61,33.8,0.0,17.65,35.98,12.56,7.926557979976888
data_336,grad8-TiZr measure 11 indent 1,24.54,0.0,11.5,49.03,14.92,34.61,0.0,17.07,36.32,12.0,8.55995215114034
data_337,grad8-TiZr measure 11 indent 2,24.54,0.0,11.5,49.03,14.92,34.61,0.0,17.07,36.32,12.0,8.777819171944913
data_338,grad8-TiZr measure 11 indent 3,24.54,0.0,11.5,49.03,14.92,34.61,0.0,17.07,36.32,12.0,8.906944521559101
data_339,grad8-TiZr measure 11 indent 4,24.54,0.0,11.5,49.03,14.92,34.61,0.0,17.07,36.32,12.0,8.807597246204137
data_340,grad8-TiZr measure 11 indent 5,24.54,0.0,11.5,49.03,14.92,34.61,0.0,17.07,36.32,12.0,8.585921181363373
data_341,grad9-NbCr measure 1 indent 1,3.31,31.5,0.0,5.31,59.87,4.97,44.0,0.0,3.59,47.45,13.155902964323682
data_342,grad9-NbCr measure 1 indent 2,3.31,31.5,0.0,5.31,59.87,4.97,44.0,0.0,3.59,47.45,13.152675569129471
data_344,grad9-NbCr measure 1 indent 4,3.31,31.5,0.0,5.31,59.87,4.97,44.0,0.0,3.59,47.45,13.201652773597209
data_345,grad9-NbCr measure 1 indent 5,3.31,31.5,0.0,5.31,59.87,4.97,44.0,0.0,3.59,47.45,13.314468045960515
data_346,grad9-NbCr measure 2 indent 1,4.31,30.5,0.0,6.31,58.87,5.97,43.0,0.0,4.59,46.45,13.71793227369348
data_347,grad9-NbCr measure 2 indent 2,4.31,30.5,0.0,6.31,58.87,5.97,43.0,0.0,4.59,46.45,13.293333092544279
data_348,grad9-NbCr measure 2 indent 3,4.31,30.5,0.0,6.31,58.87,5.97,43.0,0.0,4.59,46.45,13.02135911663046
data_349,grad9-NbCr measure 2 indent 4,4.31,30.5,0.0,6.31,58.87,5.97,43.0,0.0,4.59,46.45,13.377887011504995
data_350,grad9-NbCr measure 2 indent 5,4.31,30.5,0.0,6.31,58.87,5.97,43.0,0.0,4.59,46.45,13.146211576700649
data_351,grad9-NbCr measure 3 indent 1,5.52,28.91,0.0,8.57,57.0,7.67,40.92,0.0,6.26,45.15,13.16639443954989
data_353,grad9-NbCr measure 3 indent 3,5.52,28.91,0.0,8.57,57.0,7.67,40.92,0.0,6.26,45.15,13.02670158956645
data_355,grad9-NbCr measure 3 indent 5,5.52,28.91,0.0,8.57,57.0,7.67,40.92,0.0,6.26,45.15,13.12616174502308
data_356,grad9-NbCr measure 4 indent 1,6.26,28.4,0.0,9.9,55.44,8.7,40.18,0.0,7.22,43.9,12.598736836527902
data_357,grad9-NbCr measure 4 indent 2,6.26,28.4,0.0,9.9,55.44,8.7,40.18,0.0,7.22,43.9,12.98080958762474
data_358,grad9-NbCr measure 4 indent 3,6.26,28.4,0.0,9.9,55.44,8.7,40.18,0.0,7.22,43.9,12.828891079155147
data_359,grad9-NbCr measure 4 indent 4,6.26,28.4,0.0,9.9,55.44,8.7,40.18,0.0,7.22,43.9,12.580662216353133
data_360,grad9-NbCr measure 4 indent 5,6.26,28.4,0.0,9.9,55.44,8.7,40.18,0.0,7.22,43.9,12.87737923222299
data_361,grad9-NbCr measure 5 indent 1,7.06,27.53,0.0,11.31,54.1,9.83,39.0,0.0,8.27,42.9,12.829395021562291
data_362,grad9-NbCr measure 5 indent 2,7.06,27.53,0.0,11.31,54.1,9.83,39.0,0.0,8.27,42.9,12.700359985614522
data_363,grad9-NbCr measure 5 indent 3,7.06,27.53,0.0,11.31,54.1,9.83,39.0,0.0,8.27,42.9,12.479097474148425
data_364,grad9-NbCr measure 5 indent 4,7.06,27.53,0.0,11.31,54.1,9.83,39.0,0.0,8.27,42.9,13.198203810545913
data_365,grad9-NbCr measure 5 indent 5,7.06,27.53,0.0,11.31,54.1,9.83,39.0,0.0,8.27,42.9,12.599585525946763
data_366,grad9-NbCr measure 6 indent 1,7.89,26.83,0.0,13.12,52.16,10.99,38.03,0.0,9.59,41.39,12.719136818065675
data_367,grad9-NbCr measure 6 indent 2,7.89,26.83,0.0,13.12,52.16,10.99,38.03,0.0,9.59,41.39,12.37801513132626
data_368,grad9-NbCr measure 6 indent 3,7.89,26.83,0.0,13.12,52.16,10.99,38.03,0.0,9.59,41.39,12.614628905521137
data_369,grad9-NbCr measure 6 indent 4,7.89,26.83,0.0,13.12,52.16,10.99,38.03,0.0,9.59,41.39,12.477841302456252
data_370,grad9-NbCr measure 6 indent 5,7.89,26.83,0.0,13.12,52.16,10.99,38.03,0.0,9.59,41.39,12.756798211655337
data_371,grad9-NbCr measure 7 indent 1,8.9,26.03,0.0,14.95,50.13,12.39,36.91,0.0,10.93,39.78,11.961372864608856
data_372,grad9-NbCr measure 7 indent 2,8.9,26.03,0.0,14.95,50.13,12.39,36.91,0.0,10.93,39.78,12.539333450047478
data_373,grad9-NbCr measure 7 indent 3,8.9,26.03,0.0,14.95,50.13,12.39,36.91,0.0,10.93,39.78,12.418295872325931
data_374,grad9-NbCr measure 7 indent 4,8.9,26.03,0.0,14.95,50.13,12.39,36.91,0.0,10.93,39.78,12.360036915178489
data_375,grad9-NbCr measure 7 indent 5,8.9,26.03,0.0,14.95,50.13,12.39,36.91,0.0,10.93,39.78,12.043154268849333
data_376,grad9-NbCr measure 8 indent 1,9.68,25.27,0.0,17.07,47.99,13.49,35.88,0.0,12.5,38.13,11.910860585266908
data_377,grad9-NbCr measure 8 indent 2,9.68,25.27,0.0,17.07,47.99,13.49,35.88,0.0,12.5,38.13,11.872205249909323
data_378,grad9-NbCr measure 8 indent 3,9.68,25.27,0.0,17.07,47.99,13.49,35.88,0.0,12.5,38.13,11.557691829978612
data_379,grad9-NbCr measure 8 indent 4,9.68,25.27,0.0,17.07,47.99,13.49,35.88,0.0,12.5,38.13,11.607749861498995
data_380,grad9-NbCr measure 8 indent 5,9.68,25.27,0.0,17.07,47.99,13.49,35.88,0.0,12.5,38.13,11.74458340807481
data_381,grad9-NbCr measure 9 indent 1,10.75,24.54,0.0,19.12,45.59,14.98,34.82,0.0,13.99,36.21,11.719465613671174
data_382,grad9-NbCr measure 9 indent 2,10.75,24.54,0.0,19.12,45.59,14.98,34.82,0.0,13.99,36.21,11.626298722616841
data_383,grad9-NbCr measure 9 indent 3,10.75,24.54,0.0,19.12,45.59,14.98,34.82,0.0,13.99,36.21,11.628897821965936
data_385,grad9-NbCr measure 9 indent 5,10.75,24.54,0.0,19.12,45.59,14.98,34.82,0.0,13.99,36.21,11.792803727498175
data_386,grad9-NbCr measure 10 indent 1,11.71,23.59,0.0,21.5,43.2,16.35,33.53,0.0,15.76,34.37,11.208366617416933
data_387,grad9-NbCr measure 10 indent 2,11.71,23.59,0.0,21.5,43.2,16.35,33.53,0.0,15.76,34.37,11.247875742889724
data_388,grad9-NbCr measure 10 indent 3,11.71,23.59,0.0,21.5,43.2,16.35,33.53,0.0,15.76,34.37,11.26067672498391
data_390,grad9-NbCr measure 10 indent 5,11.71,23.59,0.0,21.5,43.2,16.35,33.53,0.0,15.76,34.37,11.194226394276278
data_391,grad9-NbCr measure 11 indent 1,12.86,22.81,0.0,23.93,40.4,17.94,32.41,0.0,17.53,32.12,10.774122508163584
data_392,grad9-NbCr measure 11 indent 2,12.86,22.81,0.0,23.93,40.4,17.94,32.41,0.0,17.53,32.12,10.708418630271996
data_393,grad9-NbCr measure 11 indent 3,12.86,22.81,0.0,23.93,40.4,17.94,32.41,0.0,17.53,32.12,10.783961428550546
data_394,grad9-NbCr measure 11 indent 4,12.86,22.81,0.0,23.93,40.4,17.94,32.41,0.0,17.53,32.12,10.718980622974302
data_395,grad9-NbCr measure 11 indent 5,12.86,22.81,0.0,23.93,40.4,17.94,32.41,0.0,17.53,32.12,10.672129045511756
data_396,grad9-NbCr measure 12 indent 1,13.93,21.89,0.0,26.5,37.68,19.46,31.13,0.0,19.43,29.99,10.520105285593162
data_397,grad9-NbCr measure 12 indent 2,13.93,21.89,0.0,26.5,37.68,19.46,31.13,0.0,19.43,29.99,10.379354096383034
data_399,grad9-NbCr measure 12 indent 4,13.93,21.89,0.0,26.5,37.68,19.46,31.13,0.0,19.43,29.99,10.58303031062328
data_400,grad9-NbCr measure 12 indent 5,13.93,21.89,0.0,26.5,37.68,19.46,31.13,0.0,19.43,29.99,10.408116066361186
data_401,grad9-NbCr measure 13 indent 1,14.07,21.61,0.0,26.86,37.47,19.66,30.76,0.0,19.72,29.85,10.410322491673048
data_402,grad9-NbCr measure 13 indent 2,14.07,21.61,0.0,26.86,37.47,19.66,30.76,0.0,19.72,29.85,10.334768102178012
data_403,grad9-NbCr measure 13 indent 3,14.07,21.61,0.0,26.86,37.47,19.66,30.76,0.0,19.72,29.85,10.571213668899025
data_404,grad9-NbCr measure 13 indent 4,14.07,21.61,0.0,26.86,37.47,19.66,30.76,0.0,19.72,29.85,10.472722328252082
data_405,grad9-NbCr measure 13 indent 5,14.07,21.61,0.0,26.86,37.47,19.66,30.76,0.0,19.72,29.85,10.583557250588736
data_406,grad9-TiZr measure 1 indent 1,15.25,20.54,0.0,29.87,34.34,21.34,29.29,0.0,21.96,27.41,8.867998088572323
data_407,grad9-TiZr measure 1 indent 2,15.25,20.54,0.0,29.87,34.34,21.34,29.29,0.0,21.96,27.41,9.057468126948018
data_408,grad9-TiZr measure 1 indent 3,15.25,20.54,0.0,29.87,34.34,21.34,29.29,0.0,21.96,27.41,9.100254746374777
data_409,grad9-TiZr measure 1 indent 4,15.25,20.54,0.0,29.87,34.34,21.34,29.29,0.0,21.96,27.41,9.309350396301628
data_410,grad9-TiZr measure 1 indent 5,15.25,20.54,0.0,29.87,34.34,21.34,29.29,0.0,21.96,27.41,8.843242671291549
data_411,grad9-TiZr measure 2 indent 1,16.44,19.52,0.0,32.58,31.46,23.04,27.86,0.0,23.97,25.13,9.273780771856696
data_412,grad9-TiZr measure 2 indent 2,16.44,19.52,0.0,32.58,31.46,23.04,27.86,0.0,23.97,25.13,9.13053615937941
data_413,grad9-TiZr measure 2 indent 3,16.44,19.52,0.0,32.58,31.46,23.04,27.86,0.0,23.97,25.13,9.25713372666326
data_414,grad9-TiZr measure 2 indent 4,16.44,19.52,0.0,32.58,31.46,23.04,27.86,0.0,23.97,25.13,9.322597687412395
