,Indent,Zr_at,Nb_at,Mo_at,Ti_at,Cr_at,Zr_m,Nb_m,Mo_m,Ti_m,Cr_m,E_GPa
data_650,grad11-TiZr measure 1 indent 5,17.84,51.26,0.0,30.9,0.0,20.68,60.51,0.0,18.81,0.0,139.71197014602785
data_651,grad11-TiZr measure 2 indent 1,18.81,47.7,0.0,33.49,0.0,22.14,57.17,0.0,20.7,0.0,128.99681938163627
data_652,grad11-TiZr measure 2 indent 2,18.81,47.7,0.0,33.49,0.0,22.14,57.17,0.0,20.7,0.0,126.28407385242812
data_654,grad11-TiZr measure 2 indent 4,18.81,47.7,0.0,33.49,0.0,22.14,57.17,0.0,20.7,0.0,131.75878788825753
data_655,grad11-TiZr measure 2 indent 5,18.81,47.7,0.0,33.49,0.0,22.14,57.17,0.0,20.7,0.0,130.63224525823338
data_656,grad11-TiZr measure 3 indent 1,19.58,43.7,0.0,36.72,0.0,23.49,53.39,0.0,23.13,0.0,130.63690091998933
data_657,grad11-TiZr measure 3 indent 2,19.58,43.7,0.0,36.72,0.0,23.49,53.39,0.0,23.13,0.0,129.4678736477284
data_658,grad11-TiZr measure 3 indent 3,19.58,43.7,0.0,36.72,0.0,23.49,53.39,0.0,23.13,0.0,128.22819835259767
data_659,grad11-TiZr measure 3 indent 4,19.58,43.7,0.0,36.72,0.0,23.49,53.39,0.0,23.13,0.0,128.1702009131038
data_660,grad11-TiZr measure 3 indent 5,19.58,43.7,0.0,36.72,0.0,23.49,53.39,0.0,23.13,0.0,134.15498508618018
data_661,grad11-TiZr measure 4 indent 1,20.41,39.97,0.0,39.63,0.0,24.91,49.69,0.0,25.4,0.0,135.13005388865338
data_662,grad11-TiZr measure 4 indent 2,20.41,39.97,0.0,39.63,0.0,24.91,49.69,0.0,25.4,0.0,132.06992184124678
data_663,grad11-TiZr measure 4 indent 3,20.41,39.97,0.0,39.63,0.0,24.91,49.69,0.0,25.4,0.0,135.6684043281103
data_664,grad11-TiZr measure 4 indent 4,20.41,39.97,0.0,39.63,0.0,24.91,49.69,0.0,25.4,0.0,128.62171234490103
data_665,grad11-TiZr measure 4 indent 5,20.41,39.97,0.0,39.63,0.0,24.91,49.69,0.0,25.4,0.0,138.1273461627579
data_666,grad11-TiZr measure 5 indent 1,21.08,36.47,0.0,42.45,0.0,26.18,46.14,0.0,27.69,0.0,125.77900543832477
data_667,grad11-TiZr measure 5 indent 2,21.08,36.47,0.0,42.45,0.0,26.18,46.14,0.0,27.69,0.0,126.24001111127934
data_668,grad11-TiZr measure 5 indent 3,21.08,36.47,0.0,42.45,0.0,26.18,46.14,0.0,27.69,0.0,128.66681864880627
data_669,grad11-TiZr measure 5 indent 4,21.08,36.47,0.0,42.45,0.0,26.18,46.14,0.0,27.69,0.0,123.36158829237894
data_670,grad11-TiZr measure 5 indent 5,21.08,36.47,0.0,42.45,0.0,26.18,46.14,0.0,27.69,0.0,123.03986925918397
data_671,grad11-TiZr measure 6 indent 1,21.84,32.66,0.0,45.5,0.0,27.64,42.11,0.0,30.25,0.0,117.51718323479548
data_672,grad11-TiZr measure 6 indent 2,21.84,32.66,0.0,45.5,0.0,27.64,42.11,0.0,30.25,0.0,130.9259598931353
data_673,grad11-TiZr measure 6 indent 3,21.84,32.66,0.0,45.5,0.0,27.64,42.11,0.0,30.25,0.0,128.50699676545392
data_674,grad11-TiZr measure 6 indent 4,21.84,32.66,0.0,45.5,0.0,27.64,42.11,0.0,30.25,0.0,116.6751308453177
data_675,grad11-TiZr measure 6 indent 5,21.84,32.66,0.0,45.5,0.0,27.64,42.11,0.0,30.25,0.0,121.770150005571
data_676,grad11-TiZr measure 7 indent 1,22.83,29.07,0.0,48.1,0.0,29.38,38.11,0.0,32.51,0.0,124.30398252894067
data_677,grad11-TiZr measure 7 indent 2,22.83,29.07,0.0,48.1,0.0,29.38,38.11,0.0,32.51,0.0,111.63096410846231
data_678,grad11-TiZr measure 7 indent 3,22.83,29.07,0.0,48.1,0.0,29.38,38.11,0.0,32.51,0.0,126.03433337353196
data_679,grad11-TiZr measure 7 indent 4,22.83,29.07,0.0,48.1,0.0,29.38,38.11,0.0,32.51,0.0,121.2332824451921
data_680,grad11-TiZr measure 7 indent 5,22.83,29.07,0.0,48.1,0.0,29.38,38.11,0.0,32.51,0.0,118.71982960641544
data_681,grad11-TiZr measure 8 indent 1,23.62,25.72,0.0,50.66,0.0,30.91,34.27,0.0,34.81,0.0,116.77069639222414
data_682,grad11-TiZr measure 8 indent 2,23.62,25.72,0.0,50.66,0.0,30.91,34.27,0.0,34.81,0.0,116.54237386424948
data_683,grad11-TiZr measure 8 indent 3,23.62,25.72,0.0,50.66,0.0,30.91,34.27,0.0,34.81,0.0,106.20684656422537
data_684,grad11-TiZr measure 8 indent 4,23.62,25.72,0.0,50.66,0.0,30.91,34.27,0.0,34.81,0.0,113.57438326940174
data_685,grad11-TiZr measure 8 indent 5,23.62,25.72,0.0,50.66,0.0,30.91,34.27,0.0,34.81,0.0,105.59933294801021
data_686,grad11-TiZr measure 9 indent 1,24.54,22.13,0.0,53.33,0.0,32.69,30.01,0.0,37.3,0.0,103.74237921004344
data_687,grad11-TiZr measure 9 indent 2,24.54,22.13,0.0,53.33,0.0,32.69,30.01,0.0,37.3,0.0,110.38357686768194
data_689,grad11-TiZr measure 9 indent 4,24.54,22.13,0.0,53.33,0.0,32.69,30.01,0.0,37.3,0.0,110.86220580891961
data_690,grad11-TiZr measure 9 indent 5,24.54,22.13,0.0,53.33,0.0,32.69,30.01,0.0,37.3,0.0,113.75833868484322
data_691,grad11-TiZr measure 10 indent 1,25.42,18.77,0.0,55.81,0.0,34.42,25.89,0.0,39.68,0.0,104.60434790020255
data_693,grad11-TiZr measure 10 indent 3,25.42,18.77,0.0,55.81,0.0,34.42,25.89,0.0,39.68,0.0,104.37673166630653
data_694,grad11-TiZr measure 10 indent 4,25.42,18.77,0.0,55.81,0.0,34.42,25.89,0.0,39.68,0.0,108.66028062837006
data_695,grad11-TiZr measure 10 indent 5,25.42,18.77,0.0,55.81,0.0,34.42,25.89,0.0,39.68,0.0,109.5224137817457
data_696,grad11-TiZr measure 11 indent 1,26.27,15.54,0.0,58.2,0.0,36.16,21.78,0.0,42.06,0.0,109.23314155030812
data_697,grad11-TiZr measure 11 indent 2,26.27,15.54,0.0,58.2,0.0,36.16,21.78,0.0,42.06,0.0,111.44488331319913
data_698,grad11-TiZr measure 11 indent 3,26.27,15.54,0.0,58.2,0.0,36.16,21.78,0.0,42.06,0.0,109.27259719806551
data_699,grad11-TiZr measure 11 indent 4,26.27,15.54,0.0,58.2,0.0,36.16,21.78,0.0,42.06,0.0,112.30148912234631
data_700,grad11-TiZr measure 11 indent 5,26.27,15.54,0.0,58.2,0.0,36.16,21.78,0.0,42.06,0.0,107.89770318659157
data_701,grad11-TiZr measure 12 indent 1,27.2,12.93,0.0,59.87,0.0,37.89,18.34,0.0,43.78,0.0,112.15902754887064
data_702,grad11-TiZr measure 12 indent 2,27.2,12.93,0.0,59.87,0.0,37.89,18.34,0.0,43.78,0.0,111.1153362458271
data_703,grad11-TiZr measure 12 indent 3,27.2,12.93,0.0,59.87,0.0,37.89,18.34,0.0,43.78,0.0,107.37722195834874
data_704,grad11-TiZr measure 12 indent 4,27.2,12.93,0.0,59.87,0.0,37.89,18.34,0.0,43.78,0.0,106.3493867499339
data_705,grad11-TiZr measure 12 indent 5,27.2,12.93,0.0,59.87,0.0,37.89,18.34,0.0,43.78,0.0,110.4853933668167
data_706,grad12-Nb measure 1 indent 1,5.14,79.71,8.07,2.45,4.63,5.2,82.23,8.59,1.31,2.67,144.1051310605568
data_707,grad12-Nb measure 1 indent 2,5.14,79.71,8.07,2.45,4.63,5.2,82.23,8.59,1.31,2.67,146.12765564204358
data_708,grad12-Nb measure 1 indent 3,5.14,79.71,8.07,2.45,4.63,5.2,82.23,8.59,1.31,2.67,150.5271779563019
data_709,grad12-Nb measure 1 indent 4,5.14,79.71,8.07,2.45,4.63,5.2,82.23,8.59,1.31,2.67,145.47975365694373
data_710,grad12-Nb measure 1 indent 5,5.14,79.71,8.07,2.45,4.63,5.2,82.23,8.59,1.31,2.67,148.13918981040038
data_711,grad12-Nb measure 2 indent 1,5.47,77.38,8.94,2.45,5.77,5.57,80.21,9.57,1.31,3.34,145.856980248509
data_712,grad12-Nb measure 2 indent 2,5.47,77.38,8.94,2.45,5.77,5.57,80.21,9.57,1.31,3.34,145.70148968826143
data_713,grad12-Nb measure 2 indent 3,5.47,77.38,8.94,2.45,5.77,5.57,80.21,9.57,1.31,3.34,150.82970803508863
data_714,grad12-Nb measure 2 indent 4,5.47,77.38,8.94,2.45,5.77,5.57,80.21,9.57,1.31,3.34,150.3989242329846
data_715,grad12-Nb measure 2 indent 5,5.47,77.38,8.94,2.45,5.77,5.57,80.21,9.57,1.31,3.34,146.57681609987722
data_717,grad12-Nb measure 3 indent 2,5.72,73.88,9.95,3.05,7.39,5.88,77.37,10.76,1.65,4.33,145.68892239333104
data_718,grad12-Nb measure 3 indent 3,5.72,73.88,9.95,3.05,7.39,5.88,77.37,10.76,1.65,4.33,150.1645179846306
data_719,grad12-Nb measure 3 indent 4,5.72,73.88,9.95,3.05,7.39,5.88,77.37,10.76,1.65,4.33,154.5428134892001
data_720,grad12-Nb measure 3 indent 5,5.72,73.88,9.95,3.05,7.39,5.88,77.37,10.76,1.65,4.33,151.11994754063878
data_721,grad12-Nb measure 4 indent 1,6.19,71.14,10.71,3.06,8.9,6.41,75.02,11.66,1.66,5.25,157.93236964076303
data_722,grad12-Nb measure 4 indent 2,6.19,71.14,10.71,3.06,8.9,6.41,75.02,11.66,1.66,5.25,155.82293746709237
data_723,grad12-Nb measure 4 indent 3,6.19,71.14,10.71,3.06,8.9,6.41,75.02,11.66,1.66,5.25,158.54254951120535
data_725,grad12-Nb measure 4 indent 5,6.19,71.14,10.71,3.06,8.9,6.41,75.02,11.66,1.66,5.25,156.9179718698352
data_726,grad12-Nb measure 5 indent 1,6.53,67.37,11.61,4.05,10.44,6.84,71.9,12.79,2.23,6.23,162.0918224482956
data_727,grad12-Nb measure 5 indent 2,6.53,67.37,11.61,4.05,10.44,6.84,71.9,12.79,2.23,6.23,171.21812556508337
data_728,grad12-Nb measure 5 indent 3,6.53,67.37,11.61,4.05,10.44,6.84,71.9,12.79,2.23,6.23,168.71995669276117
data_729,grad12-Nb measure 5 indent 4,6.53,67.37,11.61,4.05,10.44,6.84,71.9,12.79,2.23,6.23,162.5773434063874
data_730,grad12-Nb measure 5 indent 5,6.53,67.37,11.61,4.05,10.44,6.84,71.9,12.79,2.23,6.23,153.86842644689344
data_731,grad12-Nb measure 6 indent 1,6.95,63.0,12.82,5.03,12.2,7.38,68.12,14.32,2.8,7.38,167.4994801408406
data_732,grad12-Nb measure 6 indent 2,6.95,63.0,12.82,5.03,12.2,7.38,68.12,14.32,2.8,7.38,169.76394995035733
data_734,grad12-Nb measure 6 indent 4,6.95,63.0,12.82,5.03,12.2,7.38,68.12,14.32,2.8,7.38,168.4003229263712
data_735,grad12-Nb measure 6 indent 5,6.95,63.0,12.82,5.03,12.2,7.38,68.12,14.32,2.8,7.38,167.39021671310144
data_736,grad12-Nb measure 7 indent 1,7.21,59.27,13.6,6.4,13.54,7.75,64.95,15.39,3.61,8.3,168.42760788436138
data_737,grad12-Nb measure 7 indent 2,7.21,59.27,13.6,6.4,13.54,7.75,64.95,15.39,3.61,8.3,170.44637644844954
data_738,grad12-Nb measure 7 indent 3,7.21,59.27,13.6,6.4,13.54,7.75,64.95,15.39,3.61,8.3,163.83715537858987
data_739,grad12-Nb measure 7 indent 4,7.21,59.27,13.6,6.4,13.54,7.75,64.95,15.39,3.61,8.3,144.19765251831032
data_741,grad12-Nb measure 8 indent 1,7.7,55.17,14.35,7.73,15.05,8.41,61.32,16.47,4.43,9.36,165.92722791570097
data_742,grad12-Nb measure 8 indent 2,7.7,55.17,14.35,7.73,15.05,8.41,61.32,16.47,4.43,9.36,159.0365583144362
data_743,grad12-Nb measure 8 indent 3,7.7,55.17,14.35,7.73,15.05,8.41,61.32,16.47,4.43,9.36,180.0450784339964
data_744,grad12-Nb measure 8 indent 4,7.7,55.17,14.35,7.73,15.05,8.41,61.32,16.47,4.43,9.36,166.21794053524178
data_745,grad12-Nb measure 8 indent 5,7.7,55.17,14.35,7.73,15.05,8.41,61.32,16.47,4.43,9.36,176.87504036150227
data_746,grad12-Nb measure 9 indent 1,8.31,51.55,14.86,8.81,16.47,9.19,58.04,17.28,5.11,10.38,169.28512128450055
data_749,grad12-Nb measure 9 indent 4,8.31,51.55,14.86,8.81,16.47,9.19,58.04,17.28,5.11,10.38,170.6724093825606
data_750,grad12-Nb measure 9 indent 5,8.31,51.55,14.86,8.81,16.47,9.19,58.04,17.28,5.11,10.38,169.37344398638183
data_751,grad12-Nb measure 10 indent 1,8.93,47.55,15.47,10.23,17.82,10.02,54.31,18.25,6.03,11.39,164.85559307377878
data_752,grad12-Nb measure 10 indent 2,8.93,47.55,15.47,10.23,17.82,10.02,54.31,18.25,6.03,11.39,188.74046053817045
data_753,grad12-Nb measure 10 indent 3,8.93,47.55,15.47,10.23,17.82,10.02,54.31,18.25,6.03,11.39,195.27326647234193
data_754,grad12-Nb measure 10 indent 4,8.93,47.55,15.47,10.23,17.82,10.02,54.31,18.25,6.03,11.39,166.53760104144425
data_755,grad12-Nb measure 10 indent 5,8.93,47.55,15.47,10.23,17.82,10.02,54.31,18.25,6.03,11.39,168.63045066441128
data_756,grad12-Nb measure 11 indent 1,9.28,43.24,16.21,11.72,19.56,10.59,50.23,19.45,7.02,12.72,157.35008055987475
data_757,grad12-Nb measure 11 indent 2,9.28,43.24,16.21,11.72,19.56,10.59,50.23,19.45,7.02,12.72,178.26480336771465
data_758,grad12-Nb measure 11 indent 3,9.28,43.24,16.21,11.72,19.56,10.59,50.23,19.45,7.02,12.72,187.89533384441333
data_759,grad12-Nb measure 11 indent 4,9.28,43.24,16.21,11.72,19.56,10.59,50.23,19.45,7.02,12.72,178.8343745698024
data_760,grad12-Nb measure 11 indent 5,9.28,43.24,16.21,11.72,19.56,10.59,50.23,19.45,7.02,12.72,152.52297379863143
data_762,grad12-Nb measure 12 indent 2,9.5,39.78,16.77,12.78,21.17,10.99,46.88,20.41,7.76,13.96,175.54127176344076
data_763,grad12-Nb measure 12 indent 3,9.5,39.78,16.77,12.78,21.17,10.99,46.88,20.41,7.76,13.96,236.01649349282877
data_764,grad12-Nb measure 12 indent 4,9.5,39.78,16.77,12.78,21.17,10.99,46.88,20.41,7.76,13.96,152.11694216613924
data_765,grad12-Nb measure 12 indent 5,9.5,39.78,16.77,12.78,21.17,10.99,46.88,20.41,7.76,13.96,149.3165814728707
data_766,grad12-Nb measure 13 indent 1,9.69,35.6,17.11,14.07,23.53,11.43,42.79,21.23,8.72,15.83,149.4659813201164
data_767,grad12-Nb measure 13 indent 2,9.69,35.6,17.11,14.07,23.53,11.43,42.79,21.23,8.72,15.83,146.50078514511003
data_768,grad12-Nb measure 13 indent 3,9.69,35.6,17.11,14.07,23.53,11.43,42.79,21.23,8.72,15.83,147.47279326786582
data_769,grad12-Nb measure 13 indent 4,9.69,35.6,17.11,14.07,23.53,11.43,42.79,21.23,8.72,15.83,146.2672729759156
data_771,grad12-TiZrCrMo measure 1 indent 1,9.93,33.59,17.22,14.73,24.53,11.83,40.74,21.56,9.21,16.65,138.48725590839007
data_772,grad12-TiZrCrMo measure 1 indent 2,9.93,33.59,17.22,14.73,24.53,11.83,40.74,21.56,9.21,16.65,145.7978666156949
data_773,grad12-TiZrCrMo measure 1 indent 3,9.93,33.59,17.22,14.73,24.53,11.83,40.74,21.56,9.21,16.65,143.2441176438063
data_774,grad12-TiZrCrMo measure 1 indent 4,9.93,33.59,17.22,14.73,24.53,11.83,40.74,21.56,9.21,16.65,153.60547757787378
data_776,grad12-TiZrCrMo measure 2 indent 1,10.33,30.54,17.85,15.45,25.84,12.44,37.45,22.61,9.77,17.73,144.7499420802409
data_777,grad12-TiZrCrMo measure 2 indent 2,10.33,30.54,17.85,15.45,25.84,12.44,37.45,22.61,9.77,17.73,150.55758020813275
data_778,grad12-TiZrCrMo measure 2 indent 3,10.33,30.54,17.85,15.45,25.84,12.44,37.45,22.61,9.77,17.73,150.8938516519022
data_779,grad12-TiZrCrMo measure 2 indent 4,10.33,30.54,17.85,15.45,25.84,12.44,37.45,22.61,9.77,17.73,146.0877527720114
data_780,grad12-TiZrCrMo measure 2 indent 5,10.33,30.54,17.85,15.45,25.84,12.44,37.45,22.61,9.77,17.73,153.46243439521828
data_781,grad12-TiZrCrMo measure 3 indent 1,10.79,27.62,18.36,16.14,27.1,13.14,34.25,23.5,10.31,18.8,152.15696190967557
data_782,grad12-TiZrCrMo measure 3 indent 2,10.79,27.62,18.36,16.14,27.1,13.14,34.25,23.5,10.31,18.8,149.02909434877654
data_783,grad12-TiZrCrMo measure 3 indent 3,10.79,27.62,18.36,16.14,27.1,13.14,34.25,23.5,10.31,18.8,147.03892483375228
data_784,grad12-TiZrCrMo measure 3 indent 4,10.79,27.62,18.36,16.14,27.1,13.14,34.25,23.5,10.31,18.8,148.2028631902973
data_785,grad12-TiZrCrMo measure 3 indent 5,10.79,27.62,18.36,16.14,27.1,13.14,34.25,23.5,10.31,18.8,148.14450280431143
data_786,grad12-TiZrCrMo measure 4 indent 1,10.97,24.8,18.86,17.19,28.18,13.52,31.12,24.45,11.12,19.79,147.65103004710122
data_787,grad12-TiZrCrMo measure 4 indent 2,10.97,24.8,18.86,17.19,28.18,13.52,31.12,24.45,11.12,19.79,144.07237401444314
data_788,grad12-TiZrCrMo measure 4 indent 3,10.97,24.8,18.86,17.19,28.18,13.52,31.12,24.45,11.12,19.79,148.85742740993072
data_789,grad12-TiZrCrMo measure 4 indent 4,10.97,24.8,18.86,17.19,28.18,13.52,31.12,24.45,11.12,19.79,152.5282462807906
data_790,grad12-TiZrCrMo measure 4 indent 5,10.97,24.8,18.86,17.19,28.18,13.52,31.12,24.45,11.12,19.79,151.18386690819364
data_791,grad12-TiZrCrMo measure 5 indent 1,11.26,22.12,19.12,18.1,29.4,14.05,28.1,25.09,11.86,20.91,152.25758478902267
data_792,grad12-TiZrCrMo measure 5 indent 2,11.26,22.12,19.12,18.1,29.4,14.05,28.1,25.09,11.86,20.91,142.95252999247833
data_793,grad12-TiZrCrMo measure 5 indent 3,11.26,22.12,19.12,18.1,29.4,14.05,28.1,25.09,11.86,20.91,144.52091702156062
data_794,grad12-TiZrCrMo measure 5 indent 4,11.26,22.12,19.12,18.1,29.4,14.05,28.1,25.09,11.86,20.91,148.34962713406418
data_795,grad12-TiZrCrMo measure 5 indent 5,11.26,22.12,19.12,18.1,29.4,14.05,28.1,25.09,11.86,20.91,145.23780177987933
data_796,grad12-TiZrCrMo measure 6 indent 1,11.74,19.41,19.53,18.76,30.56,14.8,24.92,25.9,12.42,21.96,149.0228295204647
data_797,grad12-TiZrCrMo measure 6 indent 2,11.74,19.41,19.53,18.76,30.56,14.8,24.92,25.9,12.42,21.96,147.88561687509312
data_798,grad12-TiZrCrMo measure 6 indent 3,11.74,19.41,19.53,18.76,30.56,14.8,24.92,25.9,12.42,21.96,147.92581943278938
data_799,grad12-TiZrCrMo measure 6 indent 4,11.74,19.41,19.53,18.76,30.56,14.8,24.92,25.9,12.42,21.96,150.88151707160887
data_800,grad12-TiZrCrMo measure 6 indent 5,11.74,19.41,19.53,18.76,30.56,14.8,24.92,25.9,12.42,21.96,150.55437726562627
data_801,grad12-TiZrCrMo measure 7 indent 1,12.04,16.61,20.08,19.73,31.53,15.36,21.58,26.93,13.21,22.92,147.51017419617642
data_802,grad12-TiZrCrMo measure 7 indent 2,12.04,16.61,20.08,19.73,31.53,15.36,21.58,26.93,13.21,22.92,144.55105045492292
data_803,grad12-TiZrCrMo measure 7 indent 3,12.04,16.61,20.08,19.73,31.53,15.36,21.58,26.93,13.21,22.92,148.06930984408757
data_804,grad12-TiZrCrMo measure 7 indent 4,12.04,16.61,20.08,19.73,31.53,15.36,21.58,26.93,13.21,22.92,148.98791528581597
data_805,grad12-TiZrCrMo measure 7 indent 5,12.04,16.61,20.08,19.73,31.53,15.36,21.58,26.93,13.21,22.92,150.15297070507683
data_806,grad12-TiZrCrMo measure 8 indent 1,12.48,14.48,20.33,20.21,32.5,16.05,18.97,27.5,13.65,23.82,147.43992124009847
data_807,grad12-TiZrCrMo measure 8 indent 2,12.48,14.48,20.33,20.21,32.5,16.05,18.97,27.5,13.65,23.82,148.23161710783742
data_808,grad12-TiZrCrMo measure 8 indent 3,12.48,14.48,20.33,20.21,32.5,16.05,18.97,27.5,13.65,23.82,147.667254353374
data_809,grad12-TiZrCrMo measure 8 indent 4,12.48,14.48,20.33,20.21,32.5,16.05,18.97,27.5,13.65,23.82,148.07788153257468
data_811,grad12-TiZrCrMo measure 9 indent 1,12.9,12.08,20.79,20.98,33.25,16.75,15.97,28.38,14.3,24.6,152.97935162485612
data_812,grad12-TiZrCrMo measure 9 indent 2,12.9,12.08,20.79,20.98,33.25,16.75,15.97,28.38,14.3,24.6,156.9571638558071
data_813,grad12-TiZrCrMo measure 9 indent 3,12.9,12.08,20.79,20.98,33.25,16.75,15.97,28.38,14.3,24.6,142.62040977503415
data_814,grad12-TiZrCrMo measure 9 indent 4,12.9,12.08,20.79,20.98,33.25,16.75,15.97,28.38,14.3,24.6,148.7725524160316
data_815,grad12-TiZrCrMo measure 9 indent 5,12.9,12.08,20.79,20.98,33.25,16.75,15.97,28.38,14.3,24.6,149.3233132203904
data_816,grad12-TiZrCrMo measure 10 indent 1,13.41,9.67,21.02,21.83,34.07,17.58,12.92,29.0,15.03,25.47,146.96486604064776
data_817,grad12-TiZrCrMo measure 10 indent 2,13.41,9.67,21.02,21.83,34.07,17.58,12.92,29.0,15.03,25.47,146.47028576890966
data_818,grad12-TiZrCrMo measure 10 indent 3,13.41,9.67,21.02,21.83,34.07,17.58,12.92,29.0,15.03,25.47,148.44631945015234
data_820,grad12-TiZrCrMo measure 10 indent 5,13.41,9.67,21.02,21.83,34.07,17.58,12.92,29.0,15.03,25.47,146.7356075455172
data_822,grad12-TiZrCrMo measure 11 indent 2,13.86,8.02,21.44,22.18,34.49,18.26,10.77,29.72,15.35,25.9,147.52356059234737
data_823,grad12-TiZrCrMo measure 11 indent 3,13.86,8.02,21.44,22.18,34.49,18.26,10.77,29.72,15.35,25.9,150.33153639349723
data_824,grad12-TiZrCrMo measure 11 indent 4,13.86,8.02,21.44,22.18,34.49,18.26,10.77,29.72,15.35,25.9,145.6226242681612
data_825,grad12-TiZrCrMo measure 11 indent 5,13.86,8.02,21.44,22.18,34.49,18.26,10.77,29.72,15.35,25.9,149.24698849958688
data_826,grad12-TiZrCrMo measure 12 indent 1,14.26,6.7,21.86,21.94,35.25,18.84,9.01,30.37,15.22,26.55,145.51287143551355
data_827,grad12-TiZrCrMo measure 12 indent 2,14.26,6.7,21.86,21.94,35.25,18.84,9.01,30.37,15.22,26.55,143.39362245518817
data_828,grad12-TiZrCrMo measure 12 indent 3,14.26,6.7,21.86,21.94,35.25,18.84,9.01,30.37,15.22,26.55,142.62743900071686
data_829,grad12-TiZrCrMo measure 12 indent 4,14.26,6.7,21.86,21.94,35.25,18.84,9.01,30.37,15.22,26.55,142.9324774707402
data_830,grad12-TiZrCrMo measure 12 indent 5,14.26,6.7,21.86,21.94,35.25,18.84,9.01,30.37,15.22,26.55,146.0615954199398
data_831,grad13-Nb measure 1 indent 1,0.0,83.09,12.81,4.1,0.0,0.0,84.41,13.44,2.15,0.0,151.11119650389656
data_833,grad13-Nb measure 1 indent 3,0.0,83.09,12.81,4.1,0.0,0.0,84.41,13.44,2.15,0.0,156.28656808798195
data_834,grad13-Nb measure 1 indent 4,0.0,83.09,12.81,4.1,0.0,0.0,84.41,13.44,2.15,0.0,146.98391403520793
data_835,grad13-Nb measure 1 indent 5,0.0,83.09,12.81,4.1,0.0,0.0,84.41,13.44,2.15,0.0,149.5611009540585
data_836,grad13-Nb measure 2 indent 1,0.0,83.98,15.2,0.82,0.0,0.0,83.89,15.68,0.42,0.0,146.8273409053974
data_837,grad13-Nb measure 2 indent 2,0.0,83.98,15.2,0.82,0.0,0.0,83.89,15.68,0.42,0.0,182.08881110352607
data_838,grad13-Nb measure 2 indent 3,0.0,83.98,15.2,0.82,0.0,0.0,83.89,15.68,0.42,0.0,163.56630674446237
data_839,grad13-Nb measure 2 indent 4,0.0,83.98,15.2,0.82,0.0,0.0,83.89,15.68,0.42,0.0,153.658181108584
data_840,grad13-Nb measure 2 indent 5,0.0,83.98,15.2,0.82,0.0,0.0,83.89,15.68,0.42,0.0,140.26641125061911
data_841,grad13-Nb measure 3 indent 1,0.0,82.46,16.98,0.55,0.0,0.0,82.23,17.49,0.28,0.0,159.86697530731374
data_842,grad13-Nb measure 3 indent 2,0.0,82.46,16.98,0.55,0.0,0.0,82.23,17.49,0.28,0.0,165.16513609116092
data_843,grad13-Nb measure 3 indent 3,0.0,82.46,16.98,0.55,0.0,0.0,82.23,17.49,0.28,0.0,162.7286919882889
data_844,grad13-Nb measure 3 indent 4,0.0,82.46,16.98,0.55,0.0,0.0,82.23,17.49,0.28,0.0,170.89219110954755
data_845,grad13-Nb measure 3 indent 5,0.0,82.46,16.98,0.55,0.0,0.0,82.23,17.49,0.28,0.0,172.97879305008257
data_846,grad13-Nb measure 4 indent 1,0.0,80.09,18.88,1.03,0.0,0.0,80.0,19.47,0.53,0.0,169.40135645599526
data_847,grad13-Nb measure 4 indent 2,0.0,80.09,18.88,1.03,0.0,0.0,80.0,19.47,0.53,0.0,166.6297452490028
data_848,grad13-Nb measure 4 indent 3,0.0,80.09,18.88,1.03,0.0,0.0,80.0,19.47,0.53,0.0,166.5276158239158
data_849,grad13-Nb measure 4 indent 4,0.0,80.09,18.88,1.03,0.0,0.0,80.0,19.47,0.53,0.0,169.34684161642275
data_850,grad13-Nb measure 4 indent 5,0.0,80.09,18.88,1.03,0.0,0.0,80.0,19.47,0.53,0.0,172.49723214071173
data_851,grad13-Nb measure 5 indent 1,0.0,77.34,21.22,1.44,0.0,0.0,77.34,21.91,0.74,0.0,177.70047236929662
data_852,grad13-Nb measure 5 indent 2,0.0,77.34,21.22,1.44,0.0,0.0,77.34,21.91,0.74,0.0,174.39750760376324
data_853,grad13-Nb measure 5 indent 3,0.0,77.34,21.22,1.44,0.0,0.0,77.34,21.91,0.74,0.0,174.97876426903503
data_854,grad13-Nb measure 5 indent 4,0.0,77.34,21.22,1.44,0.0,0.0,77.34,21.91,0.74,0.0,172.93468018376637
data_855,grad13-Nb measure 5 indent 5,0.0,77.34,21.22,1.44,0.0,0.0,77.34,21.91,0.74,0.0,185.56707116198677
data_856,grad13-Nb measure 6 indent 1,0.0,74.74,23.2,2.06,0.0,0.0,74.92,24.02,1.06,0.0,173.22548371527586
data_857,grad13-Nb measure 6 indent 2,0.0,74.74,23.2,2.06,0.0,0.0,74.92,24.02,1.06,0.0,182.1523353551156
data_858,grad13-Nb measure 6 indent 3,0.0,74.74,23.2,2.06,0.0,0.0,74.92,24.02,1.06,0.0,180.61610852306833
data_859,grad13-Nb measure 6 indent 4,0.0,74.74,23.2,2.06,0.0,0.0,74.92,24.02,1.06,0.0,191.02286061069
data_860,grad13-Nb measure 6 indent 5,0.0,74.74,23.2,2.06,0.0,0.0,74.92,24.02,1.06,0.0,175.10607625592138
data_861,grad13-Nb measure 7 indent 1,0.0,72.01,25.23,2.76,0.0,0.0,72.38,26.19,1.43,0.0,184.9573247041176
data_862,grad13-Nb measure 7 indent 2,0.0,72.01,25.23,2.76,0.0,0.0,72.38,26.19,1.43,0.0,189.38805950494734
